id,height,weight,label
5478,151,55,normal
5479,170,55,normal
5480,140,61,fat
5481,143,39,normal
5482,197,68,thin
5483,162,73,fat
5484,166,73,fat
5485,177,63,normal
5486,195,77,normal
5487,126,74,fat
5488,169,65,normal
5489,174,64,normal
5490,154,61,fat
5491,160,70,fat
5492,171,59,normal
5493,137,37,normal
5494,153,45,normal
5495,124,54,fat
5496,197,57,thin
5497,149,52,normal
5498,160,62,normal
5499,193,50,thin
5500,165,62,normal
5501,186,43,thin
5502,155,40,thin
5503,161,72,fat
5504,188,46,thin
5505,147,70,fat
5506,160,50,normal
5507,142,37,thin
5508,136,45,normal
5509,123,52,fat
5510,137,47,fat
5511,169,61,normal
5512,186,63,thin
5513,123,42,fat
5514,188,55,thin
5515,155,69,fat
5516,155,49,normal
5517,191,76,normal
5518,174,53,thin
5519,142,36,thin
5520,168,72,fat
5521,130,60,fat
5522,165,48,thin
5523,132,78,fat
5524,169,45,thin
5525,153,37,thin
5526,171,77,fat
5527,190,37,thin
5528,121,72,fat
5529,140,43,normal
5530,122,52,fat
5531,176,44,thin
5532,153,68,fat
5533,168,75,fat
5534,157,63,fat
5535,153,37,thin
5536,155,58,normal
5537,192,53,thin
5538,127,64,fat
5539,158,45,thin
5540,130,72,fat
5541,130,54,fat
5542,133,77,fat
5543,156,38,thin
5544,149,42,normal
5545,172,66,normal
5546,127,57,fat
5547,198,49,thin
5548,143,63,fat
5549,184,64,normal
5550,174,50,thin
5551,123,40,fat
5552,131,38,normal
5553,140,63,fat
5554,187,37,thin
5555,135,75,fat
5556,156,63,fat
5557,144,52,fat
5558,143,39,normal
5559,162,50,normal
5560,132,47,fat
5561,157,67,fat
5562,144,79,fat
5563,139,62,fat
5564,174,51,thin
5565,189,56,thin
5566,139,72,fat
5567,146,71,fat
5568,132,52,fat
5569,126,50,fat
5570,189,37,thin
5571,191,42,thin
5572,130,47,fat
5573,134,37,normal
5574,163,45,thin
5575,141,46,normal
5576,191,53,thin
5577,132,49,fat
5578,152,59,fat
5579,179,38,thin
5580,151,35,thin
5581,129,70,fat
5582,123,35,normal
5583,173,73,normal
5584,174,58,normal
5585,145,73,fat
5586,146,70,fat
5587,143,77,fat
5588,182,68,normal
5589,172,43,thin
5590,157,67,fat
5591,151,71,fat
5592,125,53,fat
5593,181,75,normal
5594,182,43,thin
5595,152,72,fat
5596,140,57,fat
5597,187,36,thin
5598,176,73,normal
5599,158,39,thin
5600,171,60,normal
5601,191,63,thin
5602,161,46,thin
5603,131,68,fat
5604,156,70,fat
5605,129,53,fat
5606,170,58,normal
5607,120,46,fat
5608,196,51,thin
5609,127,37,normal
5610,146,49,normal
5611,185,55,thin
5612,187,67,normal
5613,192,74,normal
5614,198,57,thin
5615,200,53,thin
5616,192,53,thin
5617,190,80,normal
5618,186,45,thin
5619,152,79,fat
5620,188,40,thin
5621,123,73,fat
5622,134,49,fat
5623,146,68,fat
5624,136,72,fat
5625,194,44,thin
5626,128,37,normal
5627,191,41,thin
5628,170,46,thin
5629,175,41,thin
5630,170,67,normal
5631,125,78,fat
5632,196,70,thin
5633,156,47,normal
5634,173,72,normal
5635,180,74,normal
5636,164,40,thin
5637,160,47,thin
5638,163,70,fat
5639,198,49,thin
5640,159,72,fat
5641,123,58,fat
5642,163,60,normal
5643,200,67,thin
5644,192,57,thin
5645,147,60,fat
5646,141,63,fat
5647,134,54,fat
5648,145,70,fat
5649,129,53,fat
5650,169,55,normal
5651,131,39,normal
5652,147,41,normal
5653,123,45,fat
5654,173,79,fat
5655,150,77,fat
5656,165,39,thin
5657,141,40,normal
5658,155,40,thin
5659,171,73,normal
5660,200,66,thin
5661,199,76,normal
5662,177,35,thin
5663,151,45,normal
5664,180,76,normal
5665,199,74,normal
5666,154,78,fat
5667,185,55,thin
5668,155,44,thin
5669,155,43,thin
5670,193,41,thin
5671,197,42,thin
5672,185,73,normal
5673,190,77,normal
5674,181,60,thin
5675,174,63,normal
5676,137,76,fat
5677,152,70,fat
5678,179,42,thin
5679,174,54,thin
5680,142,67,fat
5681,174,46,thin
5682,141,52,fat
5683,140,78,fat
5684,181,49,thin
5685,148,58,fat
5686,169,64,normal
5687,167,58,normal
5688,163,70,fat
5689,147,39,thin
5690,152,45,normal
5691,128,37,normal
5692,124,55,fat
5693,157,61,normal
5694,157,35,thin
5695,194,50,thin
5696,158,80,fat
5697,183,42,thin
5698,176,50,thin
5699,145,79,fat
5700,144,77,fat
5701,159,47,normal
5702,158,59,normal
5703,195,51,thin
5704,132,69,fat
5705,184,72,normal
5706,181,48,thin
5707,195,78,normal
5708,163,67,fat
5709,147,45,normal
5710,130,79,fat
5711,164,79,fat
5712,133,66,fat
5713,135,72,fat
5714,157,40,thin
5715,168,45,thin
5716,132,68,fat
5717,177,57,thin
5718,170,37,thin
5719,151,43,normal
5720,130,40,normal
5721,192,72,normal
5722,139,62,fat
5723,195,67,thin
5724,137,42,normal
5725,159,75,fat
5726,200,51,thin
5727,174,71,normal
5728,163,60,normal
5729,129,40,normal
5730,174,39,thin
5731,139,48,normal
5732,177,50,thin
5733,135,36,normal
5734,150,42,normal
5735,146,37,thin
5736,186,66,normal
5737,148,66,fat
5738,128,59,fat
5739,154,62,fat
5740,151,35,thin
5741,199,76,normal
5742,125,71,fat
5743,191,61,thin
5744,189,72,normal
5745,160,41,thin
5746,194,73,normal
5747,169,42,thin
5748,153,57,normal
5749,186,52,thin
5750,131,80,fat
5751,145,57,fat
5752,198,48,thin
5753,161,40,thin
5754,130,42,normal
5755,157,38,thin
5756,174,68,normal
5757,157,78,fat
5758,151,48,normal
5759,161,79,fat
5760,171,48,thin
5761,171,77,fat
5762,127,66,fat
5763,178,42,thin
5764,121,80,fat
5765,190,51,thin
5766,163,53,normal
5767,190,78,normal
5768,131,63,fat
5769,128,44,fat
5770,163,70,fat
5771,170,46,thin
5772,191,75,normal
5773,189,44,thin
5774,154,46,normal
5775,120,42,fat
5776,194,42,thin
5777,151,64,fat
5778,120,47,fat
5779,144,59,fat
5780,132,60,fat
5781,147,60,fat
5782,200,42,thin
5783,192,49,thin
5784,160,69,fat
5785,126,71,fat
5786,151,62,fat
5787,171,65,normal
5788,156,75,fat
5789,123,50,fat
5790,149,46,normal
5791,121,63,fat
5792,186,73,normal
5793,173,40,thin
5794,169,79,fat
5795,154,40,thin
5796,178,74,normal
5797,145,71,fat
5798,164,58,normal
5799,120,80,fat
5800,184,77,normal
5801,183,67,normal
5802,170,52,thin
5803,135,68,fat
5804,192,42,thin
5805,198,62,thin
5806,163,72,fat
5807,168,36,thin
5808,183,53,thin
5809,121,68,fat
5810,146,56,fat
5811,170,65,normal
5812,127,52,fat
5813,159,58,normal
5814,140,64,fat
5815,179,46,thin
5816,123,40,fat
5817,148,80,fat
5818,181,51,thin
5819,182,53,thin
5820,158,64,fat
5821,125,57,fat
5822,178,49,thin
5823,129,70,fat
5824,187,58,thin
5825,136,41,normal
5826,148,59,fat
5827,190,60,thin
5828,141,53,fat
5829,188,78,normal
5830,138,79,fat
5831,169,69,normal
5832,144,60,fat
5833,194,80,normal
5834,151,36,thin
5835,160,59,normal
5836,163,70,fat
5837,128,37,normal
5838,183,68,normal
5839,198,75,normal
5840,134,56,fat
5841,155,35,thin
5842,137,37,normal
5843,190,46,thin
5844,124,49,fat
5845,194,48,thin
5846,158,53,normal
5847,147,68,fat
5848,159,62,normal
5849,161,75,fat
5850,131,75,fat
5851,138,43,normal
5852,183,43,thin
5853,172,50,thin
5854,193,36,thin
5855,199,78,normal
5856,159,56,normal
5857,132,53,fat
5858,192,43,thin
5859,149,52,normal
5860,130,80,fat
5861,129,65,fat
5862,186,69,normal
5863,145,37,thin
5864,159,74,fat
5865,165,71,fat
5866,196,71,thin
5867,175,78,fat
5868,148,43,normal
5869,163,41,thin
5870,187,55,thin
5871,150,60,fat
5872,135,79,fat
5873,121,47,fat
5874,161,72,fat
5875,121,70,fat
5876,144,78,fat
5877,141,62,fat
5878,162,58,normal
5879,189,72,normal
5880,134,35,normal
5881,129,59,fat
5882,145,38,thin
5883,132,52,fat
5884,160,78,fat
5885,141,79,fat
5886,179,62,normal
5887,154,43,thin
5888,138,49,fat
5889,159,79,fat
5890,151,62,fat
5891,163,80,fat
5892,162,78,fat
5893,136,60,fat
5894,165,52,normal
5895,149,53,normal
5896,170,71,normal
5897,141,43,normal
5898,186,36,thin
5899,157,41,thin
5900,133,55,fat
5901,121,40,fat
5902,128,38,normal
5903,192,41,thin
5904,177,76,normal
5905,167,51,thin
5906,132,53,fat
5907,198,49,thin
5908,157,74,fat
5909,132,64,fat
5910,148,62,fat
5911,171,53,thin
5912,139,67,fat
5913,141,38,normal
5914,120,73,fat
5915,185,65,normal
5916,135,62,fat
5917,148,40,thin
5918,186,69,normal
5919,171,38,thin
5920,175,54,thin
5921,157,51,normal
5922,187,74,normal
5923,157,62,fat
5924,181,37,thin
5925,137,59,fat
5926,192,80,normal
5927,165,60,normal
5928,123,74,fat
5929,186,65,normal
5930,171,43,thin
5931,124,46,fat
5932,180,60,normal
5933,146,48,normal
5934,196,51,thin
5935,140,50,fat
5936,159,36,thin
5937,198,43,thin
5938,163,53,normal
5939,121,64,fat
5940,169,42,thin
5941,161,65,fat
5942,193,76,normal
5943,157,62,fat
5944,196,77,normal
5945,191,37,thin
5946,157,68,fat
5947,153,73,fat
5948,141,52,fat
5949,132,55,fat
5950,149,68,fat
5951,189,61,thin
5952,124,80,fat
5953,179,42,thin
5954,128,45,fat
5955,142,73,fat
5956,126,77,fat
5957,163,73,fat
5958,169,74,fat
5959,128,59,fat
5960,138,56,fat
5961,131,76,fat
5962,200,37,thin
5963,181,67,normal
5964,160,75,fat
5965,178,77,normal
5966,180,60,normal
5967,168,73,fat
5968,132,78,fat
5969,130,65,fat
5970,165,76,fat
5971,147,37,thin
5972,168,48,thin
5973,144,56,fat
5974,191,38,thin
5975,183,64,normal
5976,123,73,fat
5977,160,42,thin
5978,200,37,thin
5979,170,37,thin
5980,187,51,thin
5981,163,46,thin
5982,163,54,normal
5983,136,73,fat
5984,154,49,normal
5985,134,70,fat
5986,132,78,fat
5987,169,39,thin
5988,191,64,thin
5989,146,76,fat
5990,172,48,thin
5991,171,70,normal
5992,142,43,normal
5993,191,40,thin
5994,131,53,fat
5995,146,52,normal
5996,162,77,fat
5997,150,67,fat
5998,178,38,thin
5999,153,59,fat
6000,157,74,fat
6001,169,43,thin
6002,157,43,thin
6003,129,38,normal
6004,121,77,fat
6005,133,65,fat
6006,146,61,fat
6007,161,59,normal
6008,152,54,normal
6009,156,62,fat
6010,181,37,thin
6011,128,35,normal
6012,155,66,fat
6013,134,38,normal
6014,191,36,thin
6015,168,52,thin
6016,160,76,fat
6017,126,62,fat
6018,173,73,normal
6019,158,38,thin
6020,146,48,normal
6021,140,52,fat
6022,156,35,thin
6023,193,47,thin
6024,166,36,thin
6025,183,44,thin
6026,138,66,fat
6027,183,64,normal
6028,148,62,fat
6029,192,77,normal
6030,132,55,fat
6031,124,53,fat
6032,159,37,thin
6033,125,52,fat
6034,138,53,fat
6035,140,65,fat
6036,153,69,fat
6037,125,37,normal
6038,142,66,fat
6039,150,55,normal
6040,131,56,fat
6041,139,77,fat
6042,190,52,thin
6043,169,45,thin
6044,196,53,thin
6045,132,63,fat
6046,167,51,thin
6047,134,42,normal
6048,129,40,normal
6049,171,49,thin
6050,194,35,thin
6051,183,51,thin
6052,189,64,thin
6053,155,35,thin
6054,184,71,normal
6055,159,37,thin
6056,133,65,fat
6057,143,63,fat
6058,124,63,fat
6059,142,57,fat
6060,177,58,normal
6061,165,41,thin
6062,183,65,normal
6063,155,47,normal
6064,151,50,normal
6065,167,59,normal
6066,141,49,normal
6067,175,38,thin
6068,183,52,thin
6069,147,54,normal
6070,186,79,normal
6071,121,69,fat
6072,122,48,fat
6073,195,51,thin
6074,161,73,fat
6075,198,59,thin
6076,146,58,fat
6077,157,44,thin
6078,185,37,thin
6079,139,45,normal
6080,148,42,normal
6081,132,75,fat
6082,154,76,fat
6083,127,74,fat
6084,139,55,fat
6085,124,73,fat
6086,178,53,thin
6087,127,75,fat
6088,196,55,thin
6089,180,68,normal
6090,159,73,fat
6091,142,67,fat
6092,181,57,thin
6093,150,73,fat
6094,139,52,fat
6095,192,59,thin
6096,151,77,fat
6097,161,66,fat
6098,154,73,fat
6099,143,76,fat
6100,126,59,fat
6101,152,77,fat
6102,165,74,fat
6103,127,64,fat
6104,158,68,fat
6105,156,68,fat
6106,140,35,thin
6107,179,56,thin
6108,181,43,thin
6109,143,79,fat
6110,151,75,fat
6111,120,50,fat
6112,191,72,normal
6113,150,70,fat
6114,200,37,thin
6115,181,58,thin
6116,122,40,fat
6117,179,35,thin
6118,169,78,fat
6119,151,35,thin
6120,185,36,thin
6121,165,62,normal
6122,145,60,fat
6123,186,63,thin
6124,142,61,fat
6125,167,67,normal
6126,125,39,normal
6127,178,51,thin
6128,127,74,fat
6129,159,42,thin
6130,138,63,fat
6131,189,42,thin
6132,124,51,fat
6133,164,50,normal
6134,125,46,fat
6135,122,49,fat
6136,170,71,normal
6137,149,35,thin
6138,129,49,fat
6139,169,79,fat
6140,120,61,fat
6141,176,76,normal
6142,137,51,fat
6143,172,56,normal
6144,131,45,fat
6145,151,35,thin
6146,137,51,fat
6147,164,38,thin
6148,138,62,fat
6149,164,79,fat
6150,161,73,fat
6151,151,46,normal
6152,153,71,fat
6153,183,66,normal
6154,192,37,thin
6155,165,62,normal
6156,176,42,thin
6157,141,66,fat
6158,186,50,thin
6159,137,47,fat
6160,134,59,fat
6161,128,56,fat
6162,140,58,fat
6163,148,40,thin
6164,194,70,normal
6165,136,49,fat
6166,122,38,fat
6167,161,69,fat
6168,127,52,fat
6169,164,48,thin
6170,179,47,thin
6171,193,51,thin
6172,152,71,fat
6173,150,65,fat
6174,172,80,fat
6175,138,61,fat
6176,177,64,normal
6177,133,41,normal
6178,140,44,normal
6179,123,69,fat
6180,196,79,normal
6181,183,55,thin
6182,164,74,fat
6183,185,52,thin
6184,183,71,normal
6185,183,35,thin
6186,120,36,fat
6187,120,46,fat
6188,187,58,thin
6189,124,52,fat
6190,128,40,normal
6191,126,69,fat
6192,136,50,fat
6193,149,61,fat
6194,178,72,normal
6195,146,72,fat
6196,122,73,fat
6197,188,47,thin
6198,186,53,thin
6199,182,62,normal
6200,148,66,fat
6201,166,46,thin
6202,122,53,fat
6203,134,66,fat
6204,177,59,normal
6205,131,41,normal
6206,199,58,thin
6207,134,50,fat
6208,139,60,fat
6209,171,58,normal
6210,152,80,fat
6211,137,60,fat
6212,148,53,normal
6213,160,75,fat
6214,194,67,thin
6215,128,44,fat
6216,154,75,fat
6217,151,58,fat
6218,143,60,fat
6219,146,75,fat
6220,179,69,normal
6221,200,72,thin
6222,154,45,normal
6223,169,77,fat
6224,156,80,fat
6225,127,38,normal
6226,171,75,fat
6227,198,76,normal
6228,179,69,normal
6229,181,67,normal
6230,155,48,normal
6231,136,59,fat
6232,195,42,thin
6233,151,70,fat
6234,159,62,normal
6235,198,56,thin
6236,170,39,thin
6237,152,73,fat
6238,179,64,normal
6239,163,52,normal
6240,158,52,normal
6241,139,49,fat
6242,185,43,thin
6243,146,60,fat
6244,191,43,thin
6245,163,79,fat
6246,138,60,fat
6247,133,60,fat
6248,137,61,fat
6249,148,38,thin
6250,167,36,thin
6251,124,57,fat
6252,176,62,normal
6253,154,55,normal
6254,170,59,normal
6255,124,53,fat
6256,145,38,thin
6257,162,43,thin
6258,169,57,normal
6259,142,56,fat
6260,158,48,normal
6261,127,42,fat
6262,154,72,fat
6263,181,73,normal
6264,195,73,normal
6265,129,57,fat
6266,188,48,thin
6267,140,43,normal
6268,178,53,thin
6269,174,53,thin
6270,122,62,fat
6271,166,43,thin
6272,188,53,thin
6273,183,62,normal
6274,155,56,normal
6275,181,75,normal
6276,160,54,normal
6277,168,42,thin
6278,150,61,fat
6279,137,53,fat
6280,154,73,fat
6281,194,63,thin
6282,143,60,fat
6283,124,63,fat
6284,181,48,thin
6285,167,60,normal
6286,125,68,fat
6287,134,50,fat
6288,184,78,normal
6289,165,45,thin
6290,124,42,fat
6291,133,43,normal
6292,160,45,thin
6293,185,46,thin
6294,131,66,fat
6295,127,65,fat
6296,151,75,fat
6297,151,73,fat
6298,143,37,thin
6299,191,67,thin
6300,176,37,thin
6301,149,57,fat
6302,190,40,thin
6303,167,49,thin
6304,151,74,fat
6305,155,41,thin
6306,134,65,fat
6307,129,50,fat
6308,125,65,fat
6309,163,68,fat
6310,143,64,fat
6311,159,72,fat
6312,158,64,fat
6313,145,64,fat
6314,126,65,fat
6315,187,52,thin
6316,129,47,fat
6317,128,58,fat
6318,162,64,normal
6319,155,35,thin
6320,200,66,thin
6321,124,67,fat
6322,190,45,thin
6323,184,71,normal
6324,160,67,fat
6325,146,48,normal
6326,170,66,normal
6327,158,62,normal
6328,139,43,normal
6329,167,58,normal
6330,173,56,normal
6331,199,69,thin
6332,142,38,normal
6333,133,38,normal
6334,157,56,normal
6335,161,47,thin
6336,131,38,normal
6337,200,52,thin
6338,147,53,normal
6339,144,56,fat
6340,189,58,thin
6341,196,65,thin
6342,154,37,thin
6343,200,72,thin
6344,150,66,fat
6345,124,44,fat
6346,153,45,normal
6347,192,44,thin
6348,141,61,fat
6349,139,75,fat
6350,149,51,normal
6351,147,60,fat
6352,145,47,normal
6353,182,67,normal
6354,180,35,thin
6355,164,40,thin
6356,148,46,normal
6357,157,44,thin
6358,138,38,normal
6359,155,37,thin
6360,126,46,fat
6361,156,62,fat
6362,188,72,normal
6363,144,41,normal
6364,134,65,fat
6365,180,69,normal
6366,139,52,fat
6367,171,46,thin
6368,155,46,normal
6369,191,68,normal
6370,128,42,fat
6371,129,39,normal
6372,200,69,thin
6373,141,45,normal
6374,120,52,fat
6375,167,47,thin
6376,160,73,fat
6377,156,55,normal
6378,200,50,thin
6379,121,49,fat
6380,131,37,normal
6381,173,39,thin
6382,192,42,thin
6383,145,38,thin
6384,136,46,normal
6385,171,72,normal
6386,145,63,fat
6387,136,74,fat
6388,155,57,normal
6389,191,67,thin
6390,121,58,fat
6391,162,69,fat
6392,191,43,thin
6393,152,80,fat
6394,161,60,normal
6395,136,62,fat
6396,155,51,normal
6397,189,58,thin
6398,184,39,thin
6399,126,71,fat
6400,166,76,fat
6401,160,77,fat
6402,171,76,fat
6403,144,47,normal
6404,151,73,fat
6405,148,39,thin
6406,127,69,fat
6407,131,49,fat
6408,146,50,normal
6409,182,55,thin
6410,162,59,normal
6411,146,69,fat
6412,181,45,thin
6413,124,73,fat
6414,189,69,normal
6415,135,52,fat
6416,175,44,thin
6417,141,40,normal
6418,169,36,thin
6419,167,58,normal
6420,129,60,fat
6421,133,71,fat
6422,152,62,fat
6423,198,53,thin
6424,155,48,normal
6425,174,58,normal
6426,190,67,normal
6427,155,55,normal
6428,195,54,thin
6429,197,58,thin
6430,200,61,thin
6431,164,58,normal
6432,124,36,normal
6433,133,44,normal
6434,181,72,normal
6435,173,80,fat
6436,179,71,normal
6437,145,71,fat
6438,140,52,fat
6439,171,43,thin
6440,160,68,fat
6441,143,56,fat
6442,120,75,fat
6443,148,37,thin
6444,178,75,normal
6445,165,61,normal
6446,141,46,normal
6447,149,38,thin
6448,171,79,fat
6449,194,51,thin
6450,136,44,normal
6451,159,40,thin
6452,185,53,thin
6453,169,60,normal
6454,146,68,fat
6455,122,75,fat
6456,188,42,thin
6457,194,46,thin
6458,158,55,normal
6459,168,70,normal
6460,153,75,fat
6461,157,75,fat
6462,166,63,normal
6463,170,77,fat
6464,127,47,fat
6465,168,37,thin
6466,191,69,normal
6467,191,44,thin
6468,190,50,thin
6469,152,48,normal
6470,138,74,fat
6471,124,52,fat
6472,187,41,thin
6473,175,53,thin
6474,167,78,fat
6475,196,70,thin
6476,177,59,normal
6477,164,64,normal
6478,186,45,thin
6479,191,51,thin
6480,159,53,normal
6481,173,41,thin
6482,159,63,normal
6483,171,64,normal
6484,136,52,fat
6485,147,48,normal
6486,169,40,thin
6487,175,80,fat
6488,150,78,fat
6489,188,70,normal
6490,200,63,thin
6491,167,55,normal
6492,196,75,normal
6493,131,38,normal
6494,144,49,normal
6495,178,69,normal
6496,124,68,fat
6497,124,36,normal
6498,169,41,thin
6499,124,54,fat
6500,197,79,normal
6501,147,52,normal
6502,144,55,fat
6503,152,79,fat
6504,182,60,thin
6505,168,61,normal
6506,199,74,normal
6507,146,67,fat
6508,163,51,normal
6509,159,64,fat
6510,161,51,normal
6511,193,37,thin
6512,180,48,thin
6513,152,73,fat
6514,158,39,thin
6515,170,69,normal
6516,157,56,normal
6517,136,66,fat
6518,133,52,fat
6519,139,37,normal
6520,159,58,normal
6521,184,63,normal
6522,178,77,normal
6523,179,57,thin
6524,177,71,normal
6525,180,46,thin
6526,177,58,normal
6527,189,37,thin
6528,145,38,thin
6529,153,52,normal
6530,195,75,normal
6531,159,49,normal
6532,155,54,normal
6533,173,53,thin
6534,187,80,normal
6535,160,39,thin
6536,185,78,normal
6537,175,54,thin
6538,167,42,thin
6539,141,66,fat
6540,132,49,fat
6541,155,36,thin
6542,158,49,normal
6543,154,62,fat
6544,126,52,fat
6545,130,49,fat
6546,177,78,normal
6547,161,76,fat
6548,166,58,normal
6549,176,35,thin
6550,153,61,fat
6551,168,55,normal
6552,137,69,fat
6553,190,35,thin
6554,158,71,fat
6555,188,46,thin
6556,160,60,normal
6557,161,43,thin
6558,124,61,fat
6559,170,52,thin
6560,181,40,thin
6561,182,43,thin
6562,184,44,thin
6563,179,47,thin
6564,141,72,fat
6565,127,45,fat
6566,128,73,fat
6567,192,38,thin
6568,137,36,normal
6569,128,53,fat
6570,170,36,thin
6571,174,59,normal
6572,188,47,thin
6573,181,51,thin
6574,185,37,thin
6575,131,54,fat
6576,128,66,fat
6577,170,38,thin
6578,163,39,thin
6579,150,75,fat
6580,128,38,normal
6581,174,73,normal
6582,184,79,normal
6583,195,35,thin
6584,161,60,normal
6585,151,75,fat
6586,144,79,fat
6587,133,49,fat
6588,150,58,fat
6589,176,50,thin
6590,189,77,normal
6591,179,54,thin
6592,169,40,thin
6593,149,80,fat
6594,192,48,thin
6595,170,36,thin
6596,155,43,thin
6597,145,77,fat
6598,120,77,fat
6599,171,47,thin
6600,158,78,fat
6601,174,62,normal
6602,131,48,fat
6603,138,67,fat
6604,135,53,fat
6605,171,45,thin
6606,127,43,fat
6607,124,46,fat
6608,193,62,thin
6609,181,54,thin
6610,196,38,thin
6611,129,74,fat
6612,136,71,fat
6613,200,73,thin
6614,147,59,fat
6615,142,52,fat
6616,128,58,fat
6617,158,79,fat
6618,162,52,normal
6619,178,72,normal
6620,187,67,normal
6621,123,58,fat
6622,180,49,thin
6623,157,56,normal
6624,124,60,fat
6625,147,36,thin
6626,159,71,fat
6627,185,51,thin
6628,173,56,normal
6629,159,76,fat
6630,151,73,fat
6631,164,67,normal
6632,167,68,normal
6633,127,78,fat
6634,184,43,thin
6635,121,64,fat
6636,193,65,thin
6637,132,58,fat
6638,129,53,fat
6639,141,70,fat
6640,138,52,fat
6641,133,61,fat
6642,166,64,normal
6643,200,47,thin
6644,169,47,thin
6645,124,73,fat
6646,152,35,thin
6647,197,54,thin
6648,143,37,thin
6649,123,40,fat
6650,185,58,thin
6651,120,42,fat
6652,152,52,normal
6653,139,63,fat
6654,149,36,thin
6655,178,56,thin
6656,154,54,normal
6657,145,70,fat
6658,175,47,thin
6659,197,67,thin
6660,135,67,fat
6661,121,36,normal
6662,123,73,fat
6663,132,58,fat
6664,167,66,normal
6665,140,47,normal
6666,177,65,normal
6667,164,66,normal
6668,136,68,fat
6669,180,54,thin
6670,150,61,fat
6671,182,55,thin
6672,127,70,fat
6673,193,74,normal
6674,198,67,thin
6675,197,71,thin
6676,128,43,fat
6677,184,47,thin
6678,174,58,normal
6679,179,36,thin
6680,189,68,normal
6681,157,71,fat
6682,193,64,thin
6683,163,36,thin
6684,182,63,normal
6685,122,77,fat
6686,189,70,normal
6687,132,64,fat
6688,175,74,normal
6689,128,55,fat
6690,127,39,normal
6691,147,65,fat
6692,165,41,thin
6693,154,61,fat
6694,152,59,fat
6695,152,74,fat
6696,143,64,fat
6697,158,71,fat
6698,177,60,normal
6699,138,44,normal
6700,197,55,thin
6701,152,39,thin
6702,134,39,normal
6703,196,76,normal
6704,139,65,fat
6705,157,57,normal
6706,133,40,normal
6707,150,43,normal
6708,124,55,fat
6709,182,76,normal
6710,160,35,thin
6711,185,57,thin
6712,180,79,normal
6713,172,37,thin
6714,188,66,normal
6715,157,78,fat
6716,157,50,normal
6717,200,57,thin
6718,183,69,normal
6719,141,77,fat
6720,151,79,fat
6721,166,43,thin
6722,199,46,thin
6723,186,50,thin
6724,133,36,normal
6725,197,79,normal
6726,199,67,thin
6727,179,67,normal
6728,155,63,fat
6729,170,73,fat
6730,183,42,thin
6731,166,72,fat
6732,160,71,fat
6733,157,36,thin
6734,127,59,fat
6735,160,49,normal
6736,141,54,fat
6737,169,70,normal
6738,157,39,thin
6739,178,55,thin
6740,147,61,fat
6741,124,42,fat
6742,187,36,thin
6743,122,45,fat
6744,173,44,thin
6745,164,57,normal
6746,197,80,normal
6747,158,62,normal
6748,150,45,normal
6749,151,77,fat
6750,166,43,thin
6751,192,61,thin
6752,200,72,thin
6753,143,58,fat
6754,179,70,normal
6755,188,37,thin
6756,183,43,thin
6757,163,80,fat
6758,178,76,normal
6759,175,64,normal
6760,164,39,thin
6761,169,57,normal
6762,195,70,thin
6763,161,61,normal
6764,137,46,normal
6765,179,69,normal
6766,164,46,thin
6767,144,72,fat
6768,146,36,thin
6769,169,47,thin
6770,133,59,fat
6771,198,50,thin
6772,191,48,thin
6773,198,78,normal
6774,165,42,thin
6775,154,41,thin
6776,143,38,normal
6777,167,50,thin
6778,180,78,normal
6779,198,67,thin
6780,174,60,normal
6781,197,42,thin
6782,179,48,thin
6783,196,62,thin
6784,149,38,thin
6785,182,35,thin
6786,148,61,fat
6787,175,66,normal
6788,136,56,fat
6789,183,78,normal
6790,163,41,thin
6791,180,39,thin
6792,152,80,fat
6793,178,59,normal
6794,199,53,thin
6795,126,77,fat
6796,143,69,fat
6797,193,72,normal
6798,160,59,normal
6799,135,56,fat
6800,136,45,normal
6801,143,63,fat
6802,145,63,fat
6803,151,78,fat
6804,189,62,thin
6805,197,67,thin
6806,151,58,fat
6807,176,39,thin
6808,188,72,normal
6809,158,39,thin
6810,167,64,normal
6811,163,41,thin
6812,172,77,fat
6813,184,63,normal
6814,135,54,fat
6815,152,69,fat
6816,170,58,normal
6817,191,39,thin
6818,148,40,thin
6819,195,59,thin
6820,155,56,normal
6821,176,69,normal
6822,151,38,thin
6823,123,49,fat
6824,124,76,fat
6825,126,47,fat
6826,127,66,fat
6827,153,75,fat
6828,132,42,normal
6829,132,43,normal
6830,199,59,thin
6831,199,39,thin
6832,185,45,thin
6833,123,55,fat
6834,154,57,normal
6835,137,69,fat
6836,171,74,fat
6837,189,69,normal
6838,149,48,normal
6839,179,73,normal
6840,191,62,thin
6841,120,77,fat
6842,124,76,fat
6843,135,77,fat
6844,176,38,thin
6845,158,80,fat
6846,165,59,normal
6847,127,38,normal
6848,180,38,thin
6849,126,67,fat
6850,176,37,thin
6851,122,39,fat
6852,159,68,fat
6853,159,38,thin
6854,137,35,normal
6855,145,38,thin
6856,163,35,thin
6857,174,40,thin
6858,135,51,fat
6859,144,54,fat
6860,121,56,fat
6861,172,56,normal
6862,128,38,normal
6863,151,67,fat
6864,130,74,fat
6865,157,65,fat
6866,173,43,thin
6867,166,47,thin
6868,173,48,thin
6869,129,57,fat
6870,142,35,thin
6871,165,37,thin
6872,163,73,fat
6873,151,35,thin
6874,167,80,fat
6875,137,68,fat
6876,146,80,fat
